@relation 'bank-weka.filters.unsupervised.attribute.Remove-R2-5,7-11,13-15'

@attribute age numeric
@attribute balance numeric
@attribute duration numeric
@attribute poutcome {unknown,failure,other,success}
@attribute y {no,yes}

@data
39,1438,212,unknown,no
49,780,148,failure,no
50,207,99,unknown,no
37,238,185,success,yes
45,2433,133,unknown,no
30,1924,170,unknown,no
48,-471,668,unknown,no
36,1531,81,failure,no
41,764,230,unknown,no
55,383,287,unknown,no
70,3782,618,unknown,no
41,326,788,unknown,yes
47,691,285,unknown,no
34,0,163,unknown,no
33,99,159,unknown,no
58,502,197,failure,no
51,-15,212,unknown,no
45,1929,44,unknown,no
55,0,180,success,no
30,185,11,unknown,no
33,-424,863,unknown,no
27,0,388,unknown,no
59,319,143,unknown,no
34,171,191,failure,no
47,-1148,62,unknown,no
44,-11,13,unknown,no
35,0,1073,unknown,yes
45,-206,337,unknown,no
42,704,88,unknown,no
38,1931,167,other,no
34,943,96,unknown,no
35,327,537,unknown,no
29,-105,5,unknown,no
58,983,139,unknown,no
44,787,570,unknown,no
45,0,100,unknown,no
43,3060,253,unknown,no
44,5780,525,unknown,no
30,790,696,unknown,no
38,1449,535,unknown,no
50,1412,131,unknown,no
21,681,6,unknown,no
38,228,105,unknown,no
42,0,370,unknown,no
45,2087,29,unknown,no
34,2,184,failure,no
48,197,47,other,no
34,0,193,unknown,no
32,1905,709,unknown,yes
35,118,358,unknown,no
39,2644,253,unknown,no
36,16430,197,unknown,no
35,13,94,unknown,no
57,14,445,unknown,no
28,769,153,failure,no
43,3485,113,unknown,no
57,139,80,unknown,no
34,202,318,unknown,no
36,6,100,failure,no
47,2515,40,unknown,no
36,5195,55,unknown,no
33,2098,67,unknown,no
57,320,76,unknown,no
57,3431,73,unknown,no
34,50,89,unknown,no
51,370,109,unknown,no
54,-182,98,unknown,no
52,1623,21,unknown,no
43,13342,465,unknown,no
58,6570,106,unknown,no
53,225,304,failure,no
44,-665,342,unknown,no
29,0,16,unknown,no
27,54,543,unknown,yes
35,46,338,unknown,no
40,2,197,unknown,no
34,103,956,unknown,no
38,883,95,other,no
32,55,546,unknown,no
41,8238,124,unknown,no
25,913,113,unknown,no
38,595,245,unknown,no
26,7,188,unknown,no
37,1661,199,unknown,no
30,102,470,other,yes
36,338,90,unknown,no
33,3132,350,unknown,no
33,490,31,failure,no
35,2682,156,unknown,no
24,0,299,unknown,no
29,596,510,unknown,no
54,2059,177,unknown,no
27,132,123,unknown,no
34,0,270,unknown,no
39,385,225,unknown,no
38,223,63,unknown,no
37,0,247,unknown,no
26,512,206,failure,no
36,1169,168,unknown,no
35,71,836,unknown,no
30,940,131,unknown,no
25,-80,89,unknown,no
34,0,116,unknown,no
52,1317,58,unknown,no
39,179,36,unknown,no
34,1007,240,unknown,no
34,0,132,unknown,no
30,1286,544,unknown,no
33,804,266,unknown,no
30,4,443,unknown,no
51,0,324,unknown,no
36,417,15,failure,no
48,1678,263,unknown,no
37,532,199,unknown,no
58,407,145,unknown,no
56,659,56,unknown,no
34,393,11,unknown,no
33,661,411,other,no
26,0,165,unknown,no
40,838,619,unknown,no
35,195,203,unknown,no
45,68,254,unknown,no
37,-242,1149,unknown,yes
35,321,189,unknown,no
43,3403,707,success,yes
28,8,196,unknown,no
32,739,171,unknown,no
26,622,1451,unknown,yes
35,152,563,unknown,yes
35,2,239,unknown,no
39,1439,73,unknown,no
42,1491,203,failure,no
32,6402,158,success,no
30,1210,100,unknown,no
26,122,160,unknown,no
30,0,661,unknown,no
32,62,166,unknown,no
47,3333,114,unknown,no
33,16992,58,unknown,no
57,23,25,unknown,no
35,0,121,unknown,no
53,6072,226,unknown,no
24,366,234,unknown,no
54,0,88,unknown,no
31,1343,85,unknown,no
41,2105,134,unknown,no
44,2319,251,unknown,no
35,35,152,unknown,no
30,877,202,failure,no
43,30,379,unknown,no
51,-2082,123,unknown,no
60,89,156,unknown,no
43,104,332,unknown,no
31,1750,90,unknown,no
56,772,291,unknown,no
42,1048,23,unknown,no
52,592,122,unknown,no
40,0,105,failure,no
36,3064,1143,unknown,no
40,33,70,unknown,no
46,0,264,unknown,no
32,1649,204,unknown,no
31,287,182,unknown,no
41,0,386,unknown,no
58,419,295,unknown,no
36,257,86,unknown,no
52,118,16,unknown,no
42,251,413,unknown,no
32,1731,323,unknown,no
62,0,78,unknown,no
31,23,121,unknown,no
41,-386,477,unknown,yes
34,5498,265,unknown,no
44,5063,418,unknown,yes
42,7041,386,unknown,no
37,654,594,unknown,no
47,1890,161,unknown,no
32,2400,450,unknown,no
46,519,217,unknown,no
39,1190,136,unknown,no
28,229,322,unknown,no
26,203,104,failure,no
52,1818,189,failure,no
42,1289,250,failure,yes
33,39,123,unknown,no
73,796,427,failure,yes
35,57,632,unknown,no
40,1548,101,unknown,no
51,117,467,other,yes
37,0,640,unknown,no
39,691,517,failure,no
28,64,160,unknown,no
49,0,177,unknown,no
36,957,206,unknown,no
45,118,208,unknown,no
29,218,169,unknown,no
35,724,287,failure,yes
35,20,505,unknown,no
30,-28,284,failure,no
46,665,89,failure,no
25,5,138,unknown,no
36,925,321,success,yes
42,2519,262,unknown,no
57,3927,61,unknown,no
42,401,217,unknown,no
29,581,192,unknown,no
36,1327,174,unknown,no
31,3242,292,unknown,no
59,3163,240,unknown,no
50,32,282,unknown,no
47,310,128,unknown,no
46,0,161,unknown,no
26,155,291,failure,no
31,11386,356,unknown,no
30,1380,294,unknown,no
47,2443,422,unknown,no
23,1129,806,unknown,yes
44,4232,227,unknown,no
42,5564,560,unknown,no
32,-402,135,unknown,no
28,1323,361,unknown,no
57,1623,246,unknown,no
38,1042,419,unknown,no
22,2488,449,other,yes
54,865,71,unknown,no
32,-1053,357,unknown,no
32,1667,164,failure,no
59,975,263,unknown,no
45,2571,146,unknown,no
53,732,759,unknown,yes
50,769,72,failure,no
34,-136,131,unknown,no
35,3636,808,unknown,yes
30,931,1183,unknown,no
62,565,123,unknown,no
40,271,483,unknown,no
26,1153,238,unknown,no
34,-73,90,unknown,no
50,558,464,failure,yes
31,137,385,unknown,no
35,700,240,unknown,no
55,-966,104,unknown,no
34,96,109,unknown,no
58,4007,598,unknown,no
50,567,274,unknown,no
31,40,123,unknown,no
47,136,70,unknown,no
38,917,260,unknown,no
46,593,190,unknown,no
42,505,521,unknown,no
34,2542,228,unknown,no
37,5355,466,unknown,yes
38,807,74,unknown,no
59,9976,57,unknown,no
32,0,119,unknown,no
55,540,124,unknown,no
35,280,65,unknown,no
56,-59,127,unknown,no
27,-517,172,unknown,no
42,2613,174,unknown,no
42,-7,41,unknown,no
41,0,232,unknown,no
53,-200,161,unknown,no
67,2301,124,unknown,no
53,104,701,unknown,yes
33,191,162,unknown,no
31,694,431,unknown,no
31,212,191,unknown,no
30,1882,249,unknown,no
48,131,189,unknown,no
30,175,167,unknown,no
43,0,73,unknown,no
38,4425,162,unknown,no
46,3533,235,unknown,no
59,3573,44,unknown,no
44,476,127,unknown,no
35,1257,93,failure,no
55,23,143,other,no
39,0,81,unknown,no
36,398,77,unknown,no
33,745,115,unknown,no
48,8106,125,failure,no
33,0,53,unknown,no
67,696,77,unknown,no
48,1266,45,unknown,no
57,2416,74,unknown,no
31,25,169,unknown,no
30,7513,269,unknown,no
56,29,52,failure,no
26,5116,246,unknown,no
44,-1746,218,unknown,no
44,14,167,success,yes
31,4148,316,other,yes
47,14,142,unknown,no
30,105,75,unknown,no
37,767,204,unknown,no
56,0,542,unknown,no
43,-228,122,unknown,no
42,508,70,unknown,no
60,725,266,unknown,no
34,41,34,unknown,no
34,184,203,unknown,no
41,251,85,unknown,no
38,-17,11,unknown,no
23,-19,13,unknown,no
33,1064,562,unknown,yes
36,777,185,unknown,no
49,377,158,failure,no
34,479,515,failure,yes
40,-375,60,unknown,no
72,796,173,unknown,no
43,17,353,unknown,no
44,1071,143,failure,no
35,0,18,unknown,no
46,7378,466,unknown,no
55,865,85,failure,no
50,-701,148,unknown,no
23,817,123,unknown,no
34,1387,121,unknown,no
40,0,245,unknown,no
61,2917,215,unknown,yes
53,4541,190,unknown,no
57,0,44,unknown,no
28,4287,171,unknown,no
25,242,62,unknown,no
38,171,172,unknown,no
27,259,78,unknown,no
45,827,319,unknown,no
31,469,111,unknown,no
39,2226,158,unknown,no
42,0,82,unknown,no
46,477,128,unknown,no
36,42,102,unknown,no
30,775,124,unknown,no
32,9,334,unknown,no
52,2557,134,success,yes
31,2395,218,unknown,no
60,4895,313,unknown,no
35,376,207,unknown,no
38,389,262,unknown,no
46,134,134,unknown,no
45,1273,197,unknown,no
59,0,214,unknown,no
34,2892,1165,unknown,no
33,0,177,unknown,no
46,295,141,unknown,no
48,292,164,unknown,no
31,85,151,unknown,no
32,4,145,failure,no
35,-587,111,unknown,no
36,367,217,failure,no
52,-1224,253,unknown,no
45,959,74,unknown,no
34,0,263,unknown,no
25,-589,233,unknown,no
26,-8,402,unknown,no
57,0,585,unknown,no
48,247,145,unknown,no
48,5543,143,unknown,no
32,642,524,unknown,no
58,11,270,unknown,no
57,-226,272,unknown,no
31,5191,187,unknown,no
33,-320,268,unknown,no
53,2289,183,unknown,no
36,725,123,failure,no
32,705,20,unknown,no
45,776,232,failure,no
35,816,547,unknown,no
41,171,71,unknown,no
54,812,113,unknown,no
49,823,780,unknown,yes
28,1453,246,other,no
24,431,108,unknown,no
30,1009,253,unknown,no
32,286,175,unknown,no
53,22370,106,unknown,no
42,2111,86,unknown,no
48,5366,248,unknown,no
33,181,265,unknown,no
31,-452,182,unknown,no
56,1770,916,unknown,no
58,0,506,unknown,no
37,-296,81,unknown,no
59,2358,30,unknown,no
50,1200,904,unknown,yes
39,109,699,unknown,no
30,616,19,unknown,no
47,4906,389,unknown,no
44,313,211,unknown,no
38,290,283,unknown,no
50,1240,474,unknown,no
27,3672,157,failure,no
73,19,509,unknown,no
46,143,279,unknown,no
56,212,27,unknown,no
36,9,386,unknown,yes
33,3074,679,unknown,no
40,1734,169,unknown,no
52,575,315,unknown,no
51,397,293,unknown,no
33,640,439,unknown,no
54,158,198,unknown,no
44,2984,770,unknown,no
50,1011,340,unknown,no
45,0,1472,failure,yes
36,1133,293,other,yes
42,4945,311,unknown,yes
37,712,291,unknown,no
28,-427,965,unknown,no
56,2146,594,unknown,no
59,92,139,failure,no
32,10,501,unknown,no
57,1238,274,unknown,no
49,981,10,unknown,no
56,575,18,unknown,no
48,-70,243,unknown,no
27,3733,198,success,yes
31,574,410,unknown,no
28,43,190,unknown,no
36,428,121,unknown,no
58,0,148,unknown,no
46,0,239,failure,no
32,474,90,unknown,no
39,-540,29,unknown,no
35,560,58,failure,no
31,325,1139,unknown,yes
29,437,504,success,yes
48,574,348,unknown,no
60,0,130,unknown,no
74,935,100,other,no
30,699,544,unknown,no
52,0,182,unknown,no
24,-220,90,unknown,no
29,11417,272,unknown,no
33,212,260,unknown,no
34,67,672,unknown,no
45,0,264,unknown,yes
31,0,275,unknown,no
45,1673,76,unknown,no
27,-1202,749,unknown,no
30,4213,142,unknown,no
45,0,454,unknown,no
57,1521,102,failure,no
34,1310,521,other,no
40,0,57,unknown,no
39,399,504,unknown,no
46,405,138,unknown,no
55,9756,103,other,yes
25,2506,485,unknown,yes
34,697,166,unknown,no
37,403,318,success,no
64,890,531,unknown,no
45,809,155,failure,no
57,158,73,unknown,no
21,137,198,unknown,no
58,2705,137,unknown,no
41,75,479,unknown,yes
41,2457,285,unknown,no
58,541,98,unknown,no
33,287,199,other,no
32,273,97,unknown,no
44,0,389,unknown,no
47,677,384,success,no
41,340,37,unknown,no
54,98,420,unknown,no
47,477,973,failure,no
32,2629,77,unknown,no
59,0,376,unknown,no
29,2325,125,unknown,yes
48,-20,142,unknown,no
32,230,442,failure,yes
46,-852,728,unknown,no
31,-280,281,unknown,no
53,25,528,unknown,yes
34,9851,128,unknown,no
48,5095,71,unknown,no
32,687,161,unknown,no
31,1368,129,unknown,no
27,-179,54,unknown,no
60,-396,443,failure,no
34,1011,136,unknown,no
52,9,44,unknown,no
48,1159,1181,unknown,no
45,-322,225,unknown,no
54,1114,81,unknown,no
52,2072,224,unknown,no
47,459,189,unknown,no
54,1157,98,unknown,no
34,8309,50,unknown,no
39,1043,195,unknown,no
46,2098,110,unknown,no
26,461,214,unknown,no
37,61,182,unknown,no
47,1203,239,unknown,no
35,1067,179,unknown,no
57,0,540,unknown,no
34,1657,566,failure,no
47,1219,697,unknown,yes
27,7,98,unknown,no
40,-839,1018,unknown,yes
39,994,221,failure,no
36,6,246,unknown,no
42,0,656,unknown,no
23,8627,281,unknown,no
34,133,65,unknown,no
34,247,193,unknown,no
49,1114,283,unknown,no
57,1592,78,unknown,no
59,0,425,unknown,no
57,46,238,unknown,no
34,1221,182,failure,no
61,985,998,unknown,yes
35,0,477,unknown,no
42,520,158,unknown,no
57,10,320,unknown,no
42,2157,149,failure,no
53,6095,410,unknown,no
63,133,104,unknown,no
47,1121,454,unknown,no
54,88,190,unknown,no
45,0,145,unknown,no
28,-328,318,unknown,no
58,610,246,unknown,no
48,414,761,unknown,no
35,0,171,unknown,yes
37,0,143,unknown,no
37,685,968,unknown,no
37,22856,154,failure,no
25,-352,246,unknown,no
58,602,201,unknown,no
52,-588,81,unknown,no
19,302,205,unknown,yes
59,5314,200,unknown,no
41,64,210,unknown,no
34,632,215,unknown,no
35,5731,164,other,no
41,902,35,unknown,no
28,6307,615,unknown,no
53,112,246,unknown,no
35,0,42,unknown,no
33,621,217,unknown,no
37,435,210,unknown,no
32,782,116,unknown,no
32,478,200,unknown,no
54,7864,145,unknown,no
44,1910,41,unknown,no
36,1174,192,unknown,no
56,1270,80,other,no
30,18,121,unknown,no
36,141,106,unknown,no
43,2886,230,unknown,no
40,2715,125,unknown,no
32,1100,67,unknown,no
34,516,26,unknown,no
37,1,395,unknown,no
28,775,603,unknown,no
35,634,185,unknown,no
53,5715,287,unknown,no
60,1088,149,unknown,no
40,1532,173,unknown,no
57,75,118,unknown,no
29,103,314,unknown,no
44,134,378,unknown,no
41,748,94,other,no
47,1990,108,unknown,no
43,192,203,unknown,no
37,267,121,unknown,no
34,586,489,unknown,no
30,648,287,unknown,no
57,25,652,other,no
26,96,612,other,no
34,1116,53,unknown,no
46,-90,270,unknown,yes
38,170,442,unknown,yes
37,3665,664,unknown,yes
28,2380,394,unknown,no
57,179,230,unknown,no
39,763,877,other,yes
49,320,1971,unknown,yes
38,1960,161,unknown,no
27,818,188,unknown,no
30,2678,23,unknown,no
38,1980,176,unknown,no
36,1582,26,failure,no
38,62,212,unknown,no
59,235,119,unknown,no
37,489,205,unknown,no
29,3931,73,unknown,no
43,699,1258,other,yes
33,58,57,unknown,no
54,1327,115,unknown,no
55,557,58,unknown,no
32,741,238,unknown,no
48,3230,207,unknown,no
33,1439,178,unknown,no
46,120,20,unknown,no
44,1058,188,unknown,yes
47,881,143,failure,no
38,6728,232,success,yes
80,462,127,unknown,no
40,167,380,failure,no
43,1574,167,unknown,no
32,1625,796,failure,yes
39,562,303,unknown,no
33,9305,407,unknown,no
31,35,229,unknown,no
36,0,108,unknown,no
35,2486,265,unknown,no
25,368,168,unknown,no
33,1558,97,unknown,no
23,8627,169,failure,no
31,2590,103,other,no
36,0,599,unknown,no
44,900,322,unknown,no
31,385,304,unknown,no
55,1649,52,unknown,no
51,9228,655,unknown,yes
36,0,101,unknown,no
27,1,65,unknown,no
40,771,173,unknown,no
49,280,162,unknown,no
59,46,78,unknown,no
32,2431,646,unknown,yes
42,308,114,unknown,no
35,160,141,unknown,no
29,555,133,unknown,no
29,778,1994,unknown,no
37,48,140,unknown,no
49,169,82,unknown,no
51,12,150,unknown,no
61,848,605,other,no
43,481,164,other,no
42,12223,36,unknown,no
24,-254,290,unknown,no
46,1148,104,unknown,no
23,5,413,unknown,no
26,50,153,unknown,no
43,92,237,unknown,no
35,470,743,unknown,yes
38,0,82,unknown,no
56,109,924,unknown,no
31,440,117,unknown,no
32,0,550,unknown,yes
28,2685,5,unknown,no
26,-3,181,unknown,no
49,7007,325,unknown,no
33,220,345,unknown,no
80,1548,331,unknown,no
40,326,112,unknown,no
42,0,115,unknown,no
46,123,381,unknown,no
32,697,119,failure,no
37,223,25,unknown,no
32,1694,929,unknown,no
53,4446,429,unknown,no
39,894,491,other,no
31,202,146,unknown,no
34,0,191,unknown,no
44,1707,406,unknown,no
35,13658,220,unknown,no
39,406,253,unknown,no
55,96,340,unknown,no
34,0,154,unknown,yes
39,-276,121,unknown,no
58,413,104,unknown,no
37,655,127,failure,no
56,694,144,other,yes
32,10218,149,unknown,no
41,1646,261,success,yes
29,14,87,failure,no
44,7635,719,unknown,no
24,9,292,unknown,no
43,1029,145,unknown,no
26,2855,52,unknown,no
39,260,146,failure,no
49,2039,451,failure,yes
52,-97,167,unknown,no
33,1465,98,unknown,no
30,125,238,unknown,no
32,930,85,unknown,no
27,0,323,unknown,no
58,73,116,unknown,no
46,-35,304,unknown,no
28,1351,267,unknown,no
39,1601,201,unknown,no
41,88,105,failure,no
38,435,193,unknown,no
50,717,113,unknown,no
56,705,151,unknown,no
34,1553,200,unknown,no
33,-131,145,unknown,no
61,1191,214,unknown,yes
36,47,36,unknown,no
34,544,58,unknown,no
36,688,174,unknown,no
45,242,587,unknown,yes
27,118,112,unknown,no
45,-388,175,unknown,no
40,1603,279,unknown,no
36,1511,270,unknown,yes
46,147,116,failure,no
37,836,129,unknown,no
36,55,38,failure,no
37,1123,138,unknown,no
22,691,338,unknown,yes
51,0,565,unknown,no
49,12531,77,unknown,no
35,552,314,failure,no
50,0,179,unknown,no
31,309,294,unknown,no
47,33,298,unknown,no
59,681,427,unknown,no
32,1787,87,failure,no
71,14220,397,unknown,yes
31,12569,344,failure,yes
41,4,74,unknown,no
35,3587,148,unknown,no
36,254,161,unknown,no
46,1712,110,unknown,no
46,4855,1529,failure,no
47,2408,236,success,no
35,252,89,unknown,no
37,346,390,failure,no
56,45,1467,unknown,yes
46,556,646,unknown,yes
44,-710,183,unknown,no
48,-551,168,unknown,no
28,56,66,unknown,no
38,1514,160,failure,no
34,178,14,unknown,no
56,359,220,unknown,no
55,1580,1007,unknown,yes
44,221,149,unknown,no
38,1161,665,unknown,no
53,1278,174,unknown,no
41,982,105,unknown,no
34,16,990,unknown,yes
34,1,582,unknown,no
35,128,136,unknown,no
38,2543,223,failure,yes
42,42045,205,unknown,no
56,828,214,failure,no
37,0,217,unknown,no
47,3940,171,success,no
29,125,50,unknown,no
41,140,65,unknown,no
43,593,55,unknown,no
38,746,256,unknown,no
31,589,151,unknown,no
32,2343,226,unknown,no
40,294,97,unknown,no
45,644,92,unknown,no
43,-26,343,unknown,no
27,3354,493,unknown,no
33,23,216,unknown,no
37,7,224,other,no
60,3735,190,success,yes
51,2094,458,unknown,yes
44,508,222,failure,no
48,0,612,other,no
57,93,137,unknown,no
29,0,104,unknown,no
50,26394,206,unknown,no
36,-11,172,unknown,no
49,523,152,unknown,yes
49,-74,114,unknown,no
35,0,89,unknown,no
39,122,158,unknown,no
34,351,326,unknown,no
57,35,215,unknown,no
37,2610,53,unknown,no
25,64,71,unknown,no
43,60,487,other,no
37,342,340,failure,no
36,1830,183,failure,no
49,1904,131,unknown,no
38,16957,208,failure,no
39,26,311,unknown,no
40,0,147,success,yes
34,79,83,unknown,no
39,2303,775,unknown,yes
53,65,25,unknown,no
44,332,497,unknown,no
32,-399,180,unknown,no
50,-54,698,failure,yes
29,-102,134,unknown,no
55,4809,223,other,no
73,279,399,unknown,yes
52,11,420,unknown,no
49,2201,233,unknown,no
63,8044,702,unknown,no
34,2374,161,failure,yes
32,92,110,failure,no
49,443,27,unknown,no
40,1397,58,failure,no
53,7,68,unknown,no
53,3177,92,unknown,no
43,232,45,unknown,no
35,81,79,unknown,no
35,414,11,other,no
25,1433,520,unknown,no
31,187,86,unknown,no
48,0,16,unknown,no
40,4610,154,unknown,no
46,1429,91,unknown,no
30,334,389,unknown,no
47,2,71,unknown,no
23,500,111,unknown,no
29,43,68,unknown,no
38,4030,75,failure,no
56,306,212,unknown,no
52,0,91,failure,no
55,168,79,unknown,no
43,210,646,unknown,no
34,518,206,unknown,no
43,1696,257,failure,yes
55,-31,81,unknown,no
34,856,470,other,no
34,318,133,unknown,no
43,64,230,unknown,no
39,800,76,unknown,no
39,75,26,unknown,no
34,347,154,failure,no
55,2366,94,unknown,no
67,701,254,unknown,yes
34,475,1156,unknown,no
47,3285,248,unknown,no
33,925,884,unknown,no
45,128,275,unknown,no
36,1587,200,unknown,no
59,879,228,unknown,no
33,478,475,unknown,yes
52,280,393,unknown,no
53,1868,156,unknown,no
41,819,244,unknown,no
45,4646,118,unknown,no
60,27,40,unknown,no
32,736,700,unknown,no
28,224,97,unknown,no
31,2544,252,success,yes
53,427,360,unknown,no
58,2764,235,unknown,no
38,376,1521,unknown,no
46,523,105,failure,no
53,71,86,unknown,no
56,3948,484,failure,no
52,1810,117,unknown,no
38,994,119,unknown,no
37,52,359,unknown,no
37,11,109,unknown,no
37,0,236,unknown,no
66,747,203,failure,no
44,2657,202,unknown,no
61,313,42,unknown,no
34,61,21,unknown,no
33,2557,186,unknown,no
30,0,172,unknown,no
27,10,527,unknown,no
37,658,175,unknown,no
38,1679,21,unknown,no
35,0,370,unknown,no
50,841,54,unknown,no
39,0,63,unknown,no
35,1160,116,unknown,no
36,-37,151,unknown,no
28,94,300,unknown,no
39,585,48,failure,no
39,235,217,unknown,no
30,2145,727,unknown,yes
32,1464,193,unknown,no
28,232,72,failure,no
47,187,165,unknown,no
53,12,345,unknown,no
57,318,206,unknown,no
47,405,994,unknown,yes
56,334,127,unknown,no
38,0,29,unknown,no
52,2,70,unknown,no
46,966,40,unknown,no
57,195,185,unknown,no
42,0,64,unknown,no
57,0,97,unknown,no
51,260,316,unknown,no
53,451,125,failure,no
37,3242,233,unknown,no
47,8515,14,other,no
48,1808,245,unknown,yes
39,20,109,unknown,no
42,3068,429,unknown,no
36,23,133,unknown,no
34,1076,70,unknown,no
61,1060,118,unknown,no
32,678,1579,failure,yes
35,1147,29,unknown,no
54,-630,173,unknown,no
31,459,13,unknown,no
45,976,183,failure,no
32,357,175,unknown,no
52,-9,123,unknown,no
36,1927,288,other,no
31,500,19,unknown,no
53,9146,136,unknown,no
43,59,437,unknown,no
47,0,1225,unknown,no
46,328,526,unknown,no
34,291,91,unknown,no
55,-703,123,unknown,no
23,589,62,unknown,no
75,6053,865,failure,no
58,1142,82,unknown,no
35,725,219,failure,no
27,802,569,unknown,yes
24,556,460,unknown,yes
48,191,238,unknown,no
31,373,346,unknown,no
57,6164,161,unknown,no
53,37,51,unknown,no
42,1156,37,unknown,no
50,806,141,other,no
59,2381,173,unknown,no
38,-314,66,unknown,no
39,285,209,unknown,no
28,1199,1011,unknown,no
55,481,147,failure,no
33,137,88,unknown,no
36,168,52,unknown,no
38,156,544,unknown,no
28,4745,360,success,yes
32,11797,95,unknown,no
35,786,322,unknown,no
58,4015,106,unknown,no
30,0,20,unknown,no
33,331,178,other,no
36,1554,325,unknown,no
32,132,343,unknown,no
34,5086,213,unknown,yes
42,529,193,unknown,no
41,4824,168,unknown,no
63,474,423,unknown,yes
38,86,218,unknown,no
54,2281,158,unknown,no
39,186,433,unknown,no
46,137,252,unknown,no
37,6968,175,unknown,no
76,86,192,unknown,no
28,81,158,unknown,no
33,6904,114,unknown,no
46,137,246,unknown,no
30,25,44,unknown,no
60,759,136,unknown,no
56,1922,247,unknown,no
24,3298,227,unknown,no
58,764,219,unknown,no
79,8556,326,success,yes
32,3514,226,unknown,no
33,0,351,unknown,no
77,680,341,failure,no
60,0,124,unknown,no
54,2819,123,unknown,no
30,-518,244,unknown,no
50,60,151,unknown,no
50,732,736,unknown,no
37,2707,109,unknown,no
41,177,117,unknown,no
49,13229,77,unknown,no
41,-204,42,unknown,no
40,990,252,unknown,no
38,648,179,unknown,no
34,50,106,unknown,no
49,1916,281,unknown,no
72,763,384,unknown,yes
34,470,217,unknown,no
31,0,144,unknown,no
33,5739,374,unknown,no
31,0,298,unknown,no
55,-375,814,unknown,yes
25,157,33,unknown,no
34,1518,128,unknown,no
53,1343,129,unknown,no
39,-401,274,unknown,no
41,5310,984,unknown,yes
32,2285,413,unknown,no
29,22171,44,failure,no
56,856,70,other,no
19,1169,463,unknown,no
39,3797,96,unknown,no
32,53,276,failure,no
43,2519,257,other,no
32,795,131,unknown,no
53,0,586,unknown,no
52,2087,267,failure,yes
43,34,29,unknown,no
48,5,65,unknown,no
27,15,67,unknown,no
27,390,190,success,no
51,712,287,unknown,no
39,2600,77,unknown,no
33,-241,169,unknown,no
50,1545,25,unknown,no
59,1026,669,unknown,yes
58,435,122,unknown,no
54,876,269,success,yes
60,1801,167,unknown,no
38,2278,244,unknown,no
39,157,99,unknown,no
40,1327,76,unknown,no
55,284,252,unknown,no
36,495,213,success,yes
31,1588,14,unknown,no
38,0,121,unknown,no
52,428,153,unknown,no
45,542,8,other,no
32,66,244,unknown,no
58,314,67,unknown,no
35,24,169,failure,no
36,613,86,unknown,no
55,1467,277,unknown,no
45,192,154,other,no
49,321,135,unknown,no
44,788,392,unknown,no
37,48,133,unknown,no
35,262,96,success,no
36,4438,446,unknown,yes
44,5045,20,other,no
32,3014,291,unknown,no
56,21664,214,unknown,no
32,5878,159,unknown,no
35,2723,275,unknown,no
44,576,128,unknown,no
59,0,207,failure,no
31,2197,146,unknown,no
60,104,22,unknown,no
33,1279,239,success,no
45,295,92,unknown,no
45,2128,149,unknown,no
57,367,107,unknown,no
36,1477,71,unknown,no
30,71,122,unknown,no
30,127,16,other,no
59,2921,251,unknown,no
58,16264,215,unknown,no
49,1672,128,unknown,no
48,9207,445,unknown,no
28,356,76,unknown,no
59,133,206,unknown,no
40,1217,155,unknown,no
32,202,429,failure,no
58,590,133,unknown,no
28,442,474,other,yes
27,808,578,other,no
38,427,17,failure,no
53,431,74,unknown,no
60,4256,239,other,yes
33,0,275,unknown,no
52,238,101,other,no
64,846,671,failure,yes
40,3,998,unknown,yes
52,693,271,unknown,no
28,0,133,unknown,no
49,362,84,unknown,no
28,618,281,unknown,no
29,2893,250,unknown,no
87,230,144,unknown,yes
37,1287,432,unknown,no
36,179,411,unknown,no
35,980,428,failure,no
33,79,249,failure,yes
60,3043,235,unknown,no
25,808,267,failure,yes
69,745,595,unknown,no
41,1309,28,unknown,no
48,290,257,unknown,no
35,1792,630,unknown,yes
30,178,747,unknown,no
59,0,87,unknown,no
32,537,187,unknown,no
28,416,452,unknown,no
60,1472,36,unknown,no
36,3953,277,unknown,no
32,112,118,unknown,no
34,13204,197,unknown,no
58,0,101,unknown,no
53,2240,282,success,yes
31,22546,8,failure,no
33,0,1448,unknown,yes
46,23,344,unknown,no
29,228,12,failure,no
37,215,61,unknown,no
58,23,91,unknown,no
34,293,162,unknown,no
34,0,339,unknown,no
49,199,113,unknown,no
53,459,558,unknown,yes
42,8131,69,unknown,no
40,-378,541,failure,no
30,395,429,unknown,no
31,10787,135,unknown,no
55,865,96,failure,no
36,340,68,unknown,no
31,1882,529,unknown,no
26,265,650,unknown,no
31,389,69,failure,no
49,0,71,unknown,no
54,384,30,unknown,no
47,94,9,unknown,no
61,1471,331,unknown,no
49,937,66,unknown,no
51,500,26,unknown,no
53,25,266,unknown,no
35,365,168,unknown,no
25,34,316,unknown,no
79,429,1006,unknown,yes
53,6839,77,unknown,no
21,6,622,unknown,no
33,467,494,unknown,no
40,1876,269,unknown,no
34,1847,543,failure,no
52,247,268,unknown,no
27,897,397,unknown,yes
57,4664,22,failure,no
51,1291,51,unknown,no
31,64,208,success,no
49,-471,77,failure,no
32,1160,450,unknown,no
28,14,201,unknown,no
33,26,342,other,no
50,452,181,unknown,no
42,382,294,unknown,no
45,2033,123,failure,no
